input,category
宽敞，明亮，有投影，凹形桌，外围环绕摆放椅子，凹口放置了投影仪，地面有地毯，灯光以点灯源居多，我想开展学术会议，办公会议，校园展览。,5
这个会议室适合于学术会议，小组讨论，以小桌形式，一张桌子周围配置六个椅子。,1
一张白色圆桌周围有八把白色，前方有屏幕，这个会议室适合于小组讨论，组会。,4
我想开展小型座谈会。,3
这个会议室适合于学术会议，每四张矩形桌子拼成一个更大的矩形，桌子左侧有讲台和投影仪。,1
我想开展年会，座位多而整齐，两大列座位分布在道路两侧，每大列座位由数列、数行座位组成，天花板上有投影仪。,0
两侧有多排长桌，每个长桌后有两把椅子，有个黑板，黑板上方有个表。,2
四排桌子，每个桌子有4个椅子，分开的桌子适合小组讨论。,2
这个会议室适合于学术会议，桌子比较小，配置的椅子也比较少，比较整齐分布在室内。,1
无桌子，椅子随意排布，布局分散。,3
这个会议室适合于强制参与人数的讲座，桌椅按排组织，从前到后逐渐身高。,2
数个椅子围绕着一个C字形的桌子的外沿均匀分布，会议室的灯光偏暖，桌子C字开口的对面有个白板，此虚拟会议室目的是开展小组讨论。,5
摆放位置较随意，有白板，联通教室有书架，大致呈园圈状排列，此虚拟会议室目的是开展小组讨论。,3
很多排桌椅，椅子前面是长条桌子，两边有窗户，天花板有灯。,2
数排长条形状的桌子，每排有数个椅子，地板呈阶梯状，桌子越靠后越高，这个会议室适合于学术会议。,2
此虚拟会议室目的是开展学术会议，小组讨论，几张小桌围绕一个圆桌。,3
扁平化，多层环形排列，地板、墙纸色彩丰富，这个会议室适合进行小组讨论。,3
两排桌椅，长条桌配若干办公椅，两侧有较多窗户，配窗帘，讲台，投影，音响，顶灯，这个会议室适合于学术会议。,2
这个会议室用途是小组讨论、组会、教学类的会议。,1
我想拿这个会议室进行访谈，开放式讨论，围绕中心，摆放灵活，围绕房间中心拜访了多张椅子，没有桌子。,3
这个会议室适合于学术会议。,5
没有桌子，椅子拼成一个圈，只有椅子，窗户，没有桌子。,3
四张椅子围绕着一张小桌子，一共有多组这样的桌椅组合布满整个房间，房间墙侧有一棵盆栽，房间中间有两根柱子，这个会议室适合于小组讨论。,1
这个会议室适合进行展示，讲座。,0
桌椅按排组织，从前到后逐渐身高，这个会议室适合于强制参与人数的讲座。,2
此虚拟会议室目的是开展影视展览会议，椅子面朝的方向有一面投影幕布，房间无窗，没有桌子，椅子从房间头到房间尾由低到高放置在阶梯上，全部面朝同一方向。,0
这个会议室用途是课堂，面向讲台，比较集中。,2
此虚拟会议室目的是开展公司企业的发展会议，桌子排列为一个凹型，椅子放置在桌子旁，凹的一端面对投影幕布，有投影仪，有窗户、窗户边还有沙发。,5
五张桌子分布摆放，其中一张桌子位于会议室正前方，四张桌子两两分散在左右两侧，每张桌子配置五张椅子，每张桌子旁的椅子摆放结构与桌子和会议室的相对关系相同，正前方桌子面向窗户，两侧窗帘为暗灰色，天花板为LED顶灯，桌子分散，且有中间焦点。,1
多组圆形排列，组内接近。,1
聚集在一个中心，且在同一平面上便于交流，人数较多，围绕一张小桌子，几十张椅子围绕中心点向四周呈射线式分散，此虚拟会议室目的是开展交流型学术会议，年级破冰，团建游戏，演讲。,3
此虚拟会议室目的是开展西方的教室，用于人数中等的教学活动。,3
有很多排桌子和很多排椅子。,2
每两张桌子并排放形成一条直线，两排桌子之间有一定间隔，间隔之间放置椅子，房间两侧有窗户。,2
外圈有十几张白椅子，围成一个圈，内圈有七、八张椅子，都面向中间，内外圈共有两圈。,3
这个会议室用途是上课。,0
大致呈园圈状排列，有白板，联通式结构，此虚拟会议室目的是开展小组讨论。,3
没有桌子，有很多排椅子，分为左右两部分，讲台上有屏幕，顶端还有灯。,0
这个会议室适合进行采访会议，一圈椅子排列成一个环放置，在环的两侧再沿着环防两排椅子，环的中心放置四张椅子和一张小圆桌。,3
这个会议室适合于小组讨论，只有椅子，没有桌子，环绕式摆放几张椅子。,3
我想开展小组讨论和视频会议，电视适合进行在线的视频会议。,4
小组分开，且都能看到正前方，有五张长方形桌子，彼此分开，不靠近，每个桌子四周围绕着五个椅子，有窗户，我想拿这个会议室进行讨论会、学术会议。,1
这个会议室适合于学术会议，前排桌子不会遮挡后排。,2
我想拿这个会议室进行学术会议，公司会议。,4
整个会议室分为五组桌椅，每组桌椅是由梯形单人桌围城的六边形大桌，周围有六把椅子。,1
"十几排环形桌椅,中间会有过道，这个会议室适合于研讨会，学术会议，晚会等。",2
同心圆由内向外辐射，海报和人数。,3
这个会议室适合进行小组讨论，环绕布局。,5
阶梯教室类型，多排教室椅阶梯排布，中间是讲台，这个会议室用途是上课。,0
椅子随意摆放，可以随意讨论，椅子随意摆放，无桌子，后方有展板，有介绍的详细信息，我想拿这个会议室进行学术讨论。,3
我想开展讨论会、公司决策会，排布很正式，能看到最前面的投影。,5
这个会议室用途是小组讨论，学术会议。,5
此虚拟会议室目的是开展学术会议。,2
此虚拟会议室目的是开展年会，晚会，拍卖会，拥挤的八人桌，中间的窗帘拉开了一半。,1
六张桌子组成三排，中间有一个过道，每排桌子有8个椅子，最前面有讲台和投影。,2
椅子很少，围绕一张桌子，面向多媒体，空间比较小，有投影仪、有电脑。,4
这个会议室用途是授课、班级或年级会议。,2
桌子和椅子一配一，比较多车，围成小半圆形，有二层，灯光比较分散，桌子面向一个方向。,2
我想开展学术会议，演讲。,0
彼此面对，靠的很近，围成一个圈，一圈蓝椅子随意地围成一圈，椅子都面向中间，我想拿这个会议室进行讨论会、沙龙。,3
我想开展学术会议小组讨论，U型桌，镜子。,5
这个会议室适合进行学术会议，展会，视线比较集中在中央。,0
我想开展小组讨论，没有桌子，只有椅子，椅子大致围成一圈，相当简陋。,3
我想开展小组讨论。,3
这个会议室适合进行教室、上课。,2
这个会议室用途是年会，商务会议，两侧长桌对应了多把椅子，长桌中间有一短桌对应了四把椅子，每扇落地窗边各有一个沙发椅。,5
这个会议室适合进行小组讨论，扁平化，多层环形排列，地板、墙纸色彩丰富。,3
这个会议室适合于各种会议。,5
这个会议室用途是上课，阶梯教室类型，多排教室椅阶梯排布。,0
我想开展年会，晚会。,1
这个会议室用途是小组讨论，年会，中间有一个桌子，左右两侧都有九把椅子，后方有一把椅子。,4
这个会议室用途是讨论。,3
椅子数量较多，可以容纳很多与会者，满足了听众多的要求，所有椅子面向同一个方向，方便参与者观看同一个演讲或者演示，阶梯教室里有7排椅子，中间有过道，除最后一排是14个椅子，其他排都是12把椅子，这个会议室适合于学术会议，讲座，宣讲会。,0
多个圆桌餐桌，周围配有椅子，有舞台、地板、音响，餐桌。,1
都面向前方且有桌子，五排椅子，每排椅子都有四张桌，此虚拟会议室目的是开展学术会议。,2
此虚拟会议室目的是开展比较正式的会议，工作会议，学术会议，每个人既可以看到彼此的面部，也可以看到白板的内容，在能认真听讲话人讲话的同时，还能够面对彼此，一定程度上促进交流，好几张桌子呈U型拼接在一起，即一个长方形但一个宽边没有桌子，椅子围着桌子外围摆放，一共有三侧椅子，每个椅子前都有茶杯、纸张，桌椅前面有投影仪。,5
中间有一张半环形桌子，四周整起排列着椅子，窗户较大，透光性很好。,5
五张椅子围成一圈，没有桌子，旁边有宽敞的窗户，座椅拜访很随意，没有桌子，很紧凑，促进大家的交流。,3
此虚拟会议室目的是开展学术会议、展览报告、宣讲会、讲座。,0
这个会议室适合于大型报告，展会，晚会，年会，多列多排可下放式座椅，后排高于前排，无桌子，封闭式环境，点线结合式灯光。,0
这个会议室适合进行年会、晚会。,1
我想开展讨论会，一张桌子，有五个椅子，桌子最前面靠墙。,4
桌椅按排组织，从前到后逐渐身高，舞台后有白色幕布，整体体积大，容纳人数多，且舞台上看不到后方，方便摸鱼。,2
我想开展年会，两大列座位分布在道路两侧，每大列座位由数列、数行座位组成。,0
我想开展小组会议。,1
这个会议室用途是小组会议，有一张成U型的桌子，U型的口正对投影幕布，U型的外侧每一侧放置2-4张椅子，房间一侧有投影幕布，另一侧有窗户。,5
这个会议室适合进行展示，讲座，椅子整齐排列在会议室，灯光比较亮。,0
只有座椅但很密集，座椅前方空间宽阔，多列多排可下放式座椅，后排高于前排，无桌子，封闭式环境，点线结合式灯光，这个会议室适合于大型报告，展会，晚会，年会。,0
